sample_id,akkermansia,alistipes,bacteroides,bifidobacterium,faecalibacterium,lactobacillus,prevotella,roseburia
10317.000004738,273.0,2.0,4581.0,2.0,3956.0,0.0,25.0,28.0
10317.000022384,441.0,1.0,3228.0,41.0,202.0,0.0,3.0,29.0
10317.000033494,1.0,0.0,733.0,240.0,871.0,0.0,14986.0,71.0
10317.000027563,1.0,3.0,5510.0,33.0,1180.0,0.0,3682.0,85.0
10317.000038220,220.0,6.0,5693.0,3.0,1840.0,0.0,774.0,239.0
10317.000030045,2.0,3.0,812.0,121.0,828.0,0.0,36.0,13.0
10317.000028593,175.0,2.0,10180.0,1036.0,1584.0,124.0,54.0,22.0
10317.000002650,72.0,16.0,10148.0,24.0,392.0,3.0,8.0,21.0
10317.000046956,137.0,1.0,15585.0,5.0,1225.0,0.0,4.0,28.0
10317.000038099,3.0,4.0,4239.0,14.0,5352.0,25.0,1445.0,984.0
10317.000013255,1154.0,20.0,4387.0,35.0,1483.0,0.0,1453.0,105.0
10317.000037534,2.0,0.0,3887.0,2.0,377.0,0.0,253.0,5.0
10317.000014174,70.0,1.0,5380.0,11.0,1487.0,1.0,718.0,86.0
10317.000026195,5.0,0.0,6028.0,143.0,2877.0,0.0,477.0,114.0
10317.000032804,553.0,29.0,8555.0,122.0,1977.0,9.0,2.0,72.0
10317.000029168,1.0,0.0,1332.0,0.0,1450.0,4.0,89.0,70.0
10317.000014071,399.0,27.0,6459.0,24.0,868.0,0.0,26.0,163.0
10317.000017057,1250.0,128.0,2903.0,105.0,341.0,0.0,1368.0,148.0
10317.000028283,15.0,0.0,262.0,12.0,382.0,0.0,808.0,25.0
10317.000031164,8.0,88.0,2407.0,942.0,293.0,1.0,568.0,35.0
10317.000026034,0.0,6.0,448.0,88.0,145.0,0.0,145.0,2.0
10317.000006625,0.0,3.0,51.0,162.0,818.0,277.0,9726.0,44.0
10317.000026112,58.0,0.0,8238.0,270.0,4984.0,11.0,25.0,496.0
10317.000021260,2.0,8.0,2911.0,13.0,1164.0,0.0,2117.0,44.0
10317.000051580,154.0,21.0,4932.0,8.0,1407.0,287.0,8.0,51.0
10317.000048948,0.0,0.0,12682.0,0.0,3807.0,2.0,42.0,44.0
10317.000050255,587.0,4.0,806.0,94.0,2091.0,0.0,233.0,9.0
10317.000048322,3161.0,7.0,2213.0,4.0,939.0,0.0,1278.0,145.0
10317.000048321,1418.0,12.0,7215.0,0.0,1179.0,3.0,11.0,57.0
10317.000047215,218.0,5.0,4892.0,56.0,680.0,18.0,51.0,60.0
10317.000049846,176.0,10.0,955.0,66.0,1174.0,77.0,5154.0,74.0
10317.000049907,14.0,1.0,449.0,54.0,1709.0,2.0,3241.0,55.0
10317.000040179,14.0,0.0,5332.0,0.0,405.0,1.0,21.0,0.0
10317.000047406,52.0,10.0,5320.0,1.0,704.0,0.0,7089.0,30.0
10317.000043070,73.0,107.0,2322.0,11.0,4487.0,1.0,3671.0,56.0
10317.000016492,0.0,13.0,4098.0,30.0,317.0,0.0,268.0,31.0
10317.000052795,8.0,16.0,9958.0,68.0,4106.0,1.0,12.0,336.0
10317.000047388,0.0,44.0,3735.0,289.0,2163.0,1.0,15.0,719.0
10317.000047179,6.0,47.0,3196.0,58.0,1064.0,0.0,16.0,32.0
10317.000050277,0.0,12.0,1977.0,144.0,1149.0,0.0,757.0,11.0
10317.000052064,374.0,0.0,3553.0,0.0,187.0,0.0,2.0,0.0
10317.000033146,21.0,7.0,2188.0,74.0,639.0,1.0,3.0,9.0
10317.000029582,331.0,16.0,4649.0,5.0,1642.0,1.0,195.0,9.0
10317.000047404,1.0,1.0,1912.0,92.0,438.0,0.0,969.0,11.0
10317.000003283,69.0,7.0,5014.0,40.0,1313.0,0.0,88.0,67.0
10317.000047197,96.0,0.0,3028.0,343.0,1319.0,1.0,127.0,115.0
10317.000048316,347.0,27.0,1975.0,40.0,900.0,0.0,64.0,68.0
10317.000028652,0.0,0.0,1538.0,1.0,208.0,0.0,29.0,0.0
10317.000031597,73.0,0.0,469.0,84.0,121.0,0.0,2.0,12.0
10317.000050281,376.0,6.0,2483.0,155.0,1371.0,0.0,8.0,43.0
10317.000047681,60.0,5.0,1572.0,1.0,414.0,1.0,382.0,33.0
10317.000054334,1.0,1.0,2088.0,15.0,1569.0,0.0,6289.0,311.0
10317.000016169,215.0,76.0,1905.0,340.0,989.0,10.0,59.0,50.0
10317.000054326,34.0,24.0,1460.0,6.0,5.0,44.0,0.0,10.0
10317.000047610,260.0,1.0,6684.0,394.0,1408.0,105.0,13.0,81.0
10317.000038201,13.0,0.0,388.0,135.0,618.0,0.0,919.0,10.0
10317.000048309,401.0,13.0,3115.0,84.0,832.0,0.0,30.0,195.0
10317.000021985,9.0,3.0,1519.0,118.0,1201.0,5.0,6276.0,124.0
10317.000030384,0.0,1.0,1985.0,82.0,1253.0,0.0,66.0,161.0
10317.000047694,173.0,8.0,4730.0,47.0,638.0,0.0,56.0,26.0
10317.000053458,306.0,0.0,2038.0,1049.0,930.0,38.0,570.0,39.0
10317.000017138,5.0,3.0,1526.0,692.0,1325.0,2.0,4.0,42.0
10317.000035768,30.0,8.0,1065.0,4.0,98.0,1.0,82.0,0.0
10317.000050001,57.0,3.0,2545.0,252.0,1223.0,0.0,3.0,30.0
10317.000050194,1.0,12.0,7010.0,589.0,1401.0,2.0,45.0,101.0
10317.000054054,376.0,1.0,2175.0,1.0,2726.0,0.0,2.0,82.0
10317.000050257,292.0,21.0,1928.0,2711.0,1381.0,0.0,3135.0,79.0
10317.000053410,1.0,19.0,2804.0,52.0,621.0,0.0,902.0,45.0
10317.000050253,329.0,3.0,1872.0,1.0,704.0,0.0,268.0,43.0
10317.000047620,5.0,0.0,1160.0,1.0,54.0,0.0,18.0,2.0
10317.000042644,351.0,29.0,1799.0,3.0,167.0,1.0,13.0,3.0
10317.000047602,4.0,0.0,946.0,48.0,1346.0,1.0,874.0,65.0
10317.000046186,6.0,10.0,814.0,222.0,783.0,15.0,405.0,5.0
10317.000058512,0.0,7.0,3656.0,0.0,1428.0,0.0,0.0,45.0
10317.000052432,129.0,0.0,4136.0,1.0,605.0,0.0,296.0,24.0
10317.000050004,1115.0,9.0,7207.0,64.0,147.0,0.0,11.0,2.0
10317.000058508,9.0,4.0,3930.0,43.0,606.0,4.0,77.0,22.0
10317.000049954,29.0,7.0,1981.0,91.0,1900.0,1.0,1285.0,10.0
10317.000050289,36.0,0.0,6559.0,57.0,626.0,2.0,8.0,150.0
10317.000047167,296.0,0.0,952.0,43.0,1685.0,0.0,1259.0,41.0
10317.000049956,46.0,7.0,574.0,1.0,2192.0,2.0,6403.0,114.0
10317.000047370,62.0,13.0,1135.0,8.0,871.0,2.0,2581.0,21.0
10317.000047667,47.0,10.0,3957.0,1167.0,3309.0,7.0,3798.0,167.0
10317.000050193,1.0,0.0,3189.0,28.0,376.0,1.0,23.0,96.0
10317.000047196,142.0,10.0,2230.0,191.0,309.0,0.0,44.0,65.0
10317.000050286,17.0,2.0,1872.0,127.0,443.0,2.0,2.0,31.0
10317.000038323,1331.0,0.0,2448.0,97.0,2362.0,0.0,95.0,54.0
10317.000048292,166.0,14.0,5338.0,6.0,619.0,0.0,2.0,42.0
10317.000053457,655.0,4.0,2237.0,4.0,1115.0,0.0,54.0,14.0
10317.000053459,248.0,1.0,1552.0,17.0,75.0,0.0,1440.0,2.0
10317.000053308,1876.0,7.0,1676.0,584.0,340.0,2.0,3.0,103.0
10317.000058480,2.0,25.0,3264.0,0.0,723.0,0.0,989.0,33.0
10317.000041678,37.0,0.0,683.0,66.0,1071.0,0.0,3247.0,46.0
10317.000038044,258.0,1.0,2157.0,68.0,1664.0,47.0,19.0,36.0
10317.000031189,0.0,0.0,6292.0,0.0,4689.0,0.0,2.0,44.0
10317.000047381,0.0,0.0,769.0,1.0,827.0,0.0,8102.0,158.0
10317.000020353,2.0,8.0,2652.0,26.0,166.0,1.0,2.0,6.0
10317.000037929,363.0,1.0,3036.0,2.0,1895.0,0.0,11.0,97.0
10317.000050002,107.0,1.0,4097.0,0.0,1298.0,0.0,18.0,30.0
10317.000054198,229.0,3.0,2383.0,6.0,697.0,1.0,32.0,51.0
10317.000028905,171.0,0.0,1639.0,90.0,1029.0,0.0,11.0,4.0
10317.000046292,1.0,4.0,3647.0,5.0,1513.0,1.0,5806.0,16.0
10317.000050273,439.0,5.0,621.0,60.0,161.0,0.0,1.0,5.0
10317.000050335,0.0,0.0,127.0,1.0,782.0,0.0,2155.0,7.0
10317.000046326,9.0,10.0,1842.0,0.0,516.0,0.0,842.0,223.0
10317.000047607,22.0,0.0,5269.0,10.0,940.0,0.0,431.0,122.0
10317.000052431,0.0,1.0,4961.0,0.0,269.0,0.0,9.0,22.0
10317.000046301,314.0,42.0,2776.0,262.0,692.0,2.0,5.0,20.0
10317.000052061,4096.0,3.0,2609.0,26.0,769.0,0.0,9.0,79.0
10317.000053344,290.0,5.0,2184.0,0.0,281.0,0.0,1.0,23.0
10317.000048303,16.0,2.0,5437.0,71.0,1066.0,1.0,10.0,151.0
10317.000047368,492.0,11.0,6907.0,12.0,687.0,0.0,17.0,7.0
10317.000062086,0.0,0.0,4465.0,510.0,709.0,0.0,3.0,33.0
10317.000047176,328.0,4.0,2458.0,55.0,2254.0,1.0,855.0,304.0
10317.000050156,0.0,12.0,1402.0,74.0,748.0,0.0,1568.0,54.0
10317.000051127,0.0,12.0,1455.0,56.0,2624.0,0.0,1432.0,395.0
10317.000053305,5822.0,0.0,3848.0,23.0,55.0,0.0,10.0,12.0
10317.000047665,0.0,3.0,3201.0,66.0,417.0,0.0,193.0,39.0
10317.000053435,1.0,0.0,4797.0,41.0,251.0,8.0,1892.0,19.0
10317.000048304,568.0,8.0,4936.0,328.0,1304.0,0.0,1273.0,54.0
10317.000042549,65.0,4.0,10174.0,3.0,842.0,2.0,23.0,151.0
10317.000042845,0.0,0.0,2881.0,80.0,1771.0,1.0,3.0,27.0
10317.000054197,0.0,72.0,4984.0,77.0,2449.0,2.0,6773.0,138.0
10317.000053324,93.0,9.0,4665.0,488.0,592.0,6.0,1.0,2.0
10317.000038251,435.0,12.0,2136.0,115.0,386.0,2.0,2845.0,87.0
10317.000053310,7412.0,0.0,6340.0,11.0,221.0,1.0,4.0,3.0
10317.000052067,102.0,5.0,2135.0,23.0,511.0,0.0,159.0,20.0
10317.000051245,108.0,9.0,2367.0,147.0,781.0,3.0,292.0,140.0
10317.000022433,345.0,6.0,8987.0,65.0,720.0,0.0,10.0,103.0
10317.000052524,19.0,14.0,2791.0,52.0,1205.0,2.0,10.0,96.0
10317.000052426,23.0,8.0,2080.0,105.0,280.0,1.0,109.0,18.0
10317.000050265,770.0,2.0,1072.0,15.0,785.0,1.0,14.0,7.0
10317.000047411,15.0,12.0,6230.0,136.0,2462.0,1.0,76.0,160.0
10317.000002930,5.0,50.0,1605.0,107.0,413.0,10.0,3691.0,78.0
10317.000051197,5.0,5.0,3207.0,485.0,978.0,1.0,20.0,226.0
10317.000052421,160.0,1.0,2007.0,65.0,111.0,0.0,1068.0,7.0
10317.000047736,2.0,0.0,3027.0,208.0,1211.0,0.0,192.0,92.0
10317.000052523,0.0,17.0,1577.0,33.0,742.0,1.0,5.0,39.0
10317.000047386,3.0,4.0,831.0,61.0,156.0,1.0,227.0,2.0
10317.000048284,329.0,5.0,2371.0,218.0,373.0,0.0,2468.0,23.0
10317.000050029,7.0,0.0,420.0,10.0,356.0,1.0,3608.0,16.0
10317.000042722,0.0,16.0,4716.0,703.0,459.0,0.0,3.0,21.0
10317.000053316,73.0,10.0,3814.0,289.0,567.0,1.0,157.0,63.0
10317.000042865,373.0,4.0,1426.0,211.0,251.0,0.0,98.0,12.0
10317.000047230,18.0,0.0,1448.0,48.0,1384.0,0.0,390.0,14.0
10317.000051560,39.0,0.0,3475.0,426.0,2555.0,0.0,85.0,61.0
10317.000047603,75.0,2.0,3148.0,120.0,2087.0,2.0,1.0,12.0
10317.000053419,618.0,14.0,4485.0,221.0,436.0,5.0,1588.0,9.0
10317.000033145,8.0,0.0,5003.0,77.0,908.0,0.0,67.0,118.0
10317.000047403,479.0,9.0,2697.0,174.0,1308.0,0.0,10.0,165.0
10317.000049921,87.0,1.0,923.0,0.0,205.0,0.0,2271.0,3.0
10317.000050295,11.0,0.0,5811.0,1.0,2471.0,65.0,6.0,89.0
10317.000051244,68.0,4.0,1137.0,46.0,224.0,0.0,86.0,52.0
10317.000038076,16.0,1.0,1131.0,1.0,943.0,0.0,5680.0,241.0
10317.000042697,59.0,25.0,2964.0,3.0,575.0,0.0,28.0,49.0
10317.000051239,0.0,0.0,1698.0,3.0,374.0,0.0,17.0,23.0
10317.000046383,102.0,4.0,3783.0,1.0,271.0,2.0,87.0,8.0
10317.000002929,2.0,0.0,5154.0,288.0,1906.0,0.0,1874.0,94.0
10317.000050183,1221.0,7.0,3615.0,44.0,1676.0,1.0,1.0,74.0
10317.000042749,27.0,3.0,1126.0,0.0,232.0,0.0,1746.0,2.0
10317.000027918,5.0,0.0,589.0,909.0,889.0,46.0,10.0,6.0
10317.000053391,54.0,0.0,1691.0,43.0,222.0,0.0,5.0,104.0
10317.000053381,378.0,0.0,2479.0,27.0,2326.0,0.0,2562.0,106.0
10317.000046321,280.0,0.0,192.0,2.0,616.0,0.0,477.0,23.0
10317.000048268,8.0,2.0,1709.0,295.0,1010.0,42.0,694.0,39.0
10317.000050009,1.0,7.0,2037.0,263.0,1625.0,0.0,9555.0,96.0
10317.000046333,6.0,3.0,2100.0,2.0,176.0,0.0,49.0,6.0
10317.000041592,0.0,0.0,9584.0,6.0,2631.0,0.0,15.0,87.0
10317.000047666,1.0,3.0,1549.0,582.0,1490.0,20.0,2477.0,15.0
10317.000017758,2364.0,10.0,2490.0,1.0,129.0,0.0,4.0,24.0
10317.000050235,106.0,5.0,829.0,256.0,718.0,1.0,4534.0,41.0
10317.000038081,0.0,1.0,2092.0,272.0,1401.0,1.0,5754.0,42.0
10317.000047221,2.0,0.0,3944.0,119.0,457.0,12.0,9.0,87.0
10317.000032650,0.0,0.0,1028.0,0.0,497.0,18.0,407.0,7.0
10317.000046375,14.0,2.0,1459.0,104.0,57.0,0.0,1.0,1.0
10317.000038324,0.0,37.0,218.0,1816.0,424.0,2.0,123.0,53.0
10317.000054004,257.0,9.0,4512.0,32.0,1578.0,6.0,23.0,95.0
10317.000035401,26.0,3.0,2278.0,10.0,99.0,20.0,33.0,3.0
10317.000051232,3.0,0.0,1182.0,0.0,371.0,0.0,399.0,20.0
10317.000047738,0.0,1.0,6947.0,95.0,2526.0,0.0,2020.0,197.0
10317.000036431,0.0,0.0,1234.0,240.0,1176.0,91.0,3626.0,34.0
10317.000050287,19.0,3.0,231.0,43.0,833.0,0.0,111.0,33.0
10317.000048326,138.0,14.0,2589.0,157.0,356.0,7.0,0.0,9.0
10317.000046293,4.0,0.0,6137.0,555.0,219.0,0.0,1733.0,13.0
10317.000046342,0.0,40.0,606.0,247.0,1760.0,0.0,1433.0,39.0
10317.000039984,18.0,0.0,593.0,644.0,190.0,2626.0,138.0,11.0
10317.000042660,17.0,1.0,359.0,16.0,285.0,2.0,652.0,11.0
10317.000053425,0.0,13.0,227.0,400.0,1672.0,253.0,507.0,21.0
10317.000047141,0.0,0.0,161.0,5.0,100.0,0.0,94.0,5.0
10317.000048283,2.0,11.0,1311.0,2.0,33.0,0.0,1.0,3.0
10317.000050240,1.0,4.0,4647.0,76.0,916.0,0.0,11.0,275.0
10317.000050045,22.0,2.0,5007.0,2.0,180.0,1.0,22.0,6.0
10317.000050343,150.0,0.0,2210.0,52.0,768.0,50.0,1218.0,64.0
10317.000053417,35.0,44.0,6073.0,4.0,63.0,9.0,9.0,7.0
10317.000052429,22.0,1.0,1292.0,241.0,216.0,0.0,6.0,17.0
10317.000046336,8.0,0.0,1646.0,1.0,762.0,0.0,18.0,61.0
10317.000051557,2.0,0.0,5639.0,0.0,1746.0,0.0,653.0,928.0
10317.000050242,512.0,27.0,1062.0,48.0,117.0,0.0,90.0,0.0
10317.000041643,0.0,0.0,171.0,13.0,242.0,0.0,3232.0,12.0
10317.000054206,366.0,0.0,3809.0,36.0,1219.0,0.0,568.0,94.0
10317.000042590,0.0,2.0,2077.0,36.0,1006.0,2.0,26.0,237.0
10317.000047692,5.0,0.0,263.0,51.0,192.0,0.0,1.0,5.0
10317.000047796,0.0,0.0,7256.0,2.0,1215.0,129.0,4.0,76.0
10317.000041730,118.0,0.0,2977.0,17.0,289.0,0.0,2.0,35.0
10317.000053472,36.0,18.0,1870.0,32.0,794.0,0.0,21.0,34.0
10317.000053482,218.0,0.0,3867.0,4.0,731.0,0.0,3.0,14.0
10317.000051561,1611.0,19.0,1042.0,3.0,56.0,1.0,497.0,2.0
10317.000004079,98.0,0.0,5920.0,0.0,3851.0,1.0,3.0,9.0
10317.000047218,5.0,2.0,1207.0,19.0,26.0,1.0,38.0,0.0
10317.000054336,0.0,3.0,1233.0,25.0,4575.0,1.0,2933.0,68.0
10317.000042846,0.0,3.0,1321.0,56.0,1410.0,0.0,3507.0,116.0
10317.000051111,0.0,2.0,2752.0,0.0,1409.0,10.0,2.0,285.0
10317.000052031,0.0,1.0,1491.0,50.0,71.0,0.0,5.0,0.0
10317.000052448,26.0,4.0,6884.0,124.0,1099.0,0.0,22.0,671.0
10317.000041781,50.0,2.0,963.0,13.0,60.0,2.0,5.0,3.0
10317.000046332,294.0,0.0,55.0,688.0,1150.0,20.0,94.0,0.0
10317.000051171,52.0,0.0,340.0,3.0,206.0,0.0,383.0,6.0
10317.000038111,9.0,2.0,681.0,97.0,289.0,0.0,40.0,5.0
10317.000038171,42.0,0.0,1575.0,33.0,2311.0,16.0,45.0,192.0
10317.000053489,256.0,0.0,6188.0,26.0,2699.0,2.0,19.0,92.0
10317.000047199,270.0,65.0,9058.0,53.0,917.0,8.0,194.0,5.0
10317.000048121,899.0,4.0,9099.0,4.0,5655.0,4.0,186.0,46.0
10317.000038308,250.0,6.0,1673.0,7.0,566.0,0.0,566.0,29.0
10317.000042696,3054.0,5.0,15231.0,59.0,1403.0,2.0,5.0,93.0
10317.000029519,450.0,2.0,4105.0,2.0,2100.0,0.0,747.0,205.0
10317.000030752,1.0,0.0,28.0,176.0,2689.0,1.0,6489.0,162.0
10317.000042728,2.0,0.0,20.0,14.0,353.0,0.0,9728.0,90.0
10317.000054027,409.0,0.0,4548.0,3.0,1085.0,0.0,1941.0,142.0
10317.000048297,0.0,6.0,2319.0,48.0,167.0,0.0,281.0,2.0
10317.000054064,471.0,0.0,372.0,74.0,529.0,1.0,634.0,26.0
10317.000035769,5.0,13.0,1967.0,0.0,117.0,0.0,40.0,28.0
10317.000046120,77.0,42.0,291.0,99.0,1862.0,9.0,673.0,27.0
10317.000050305,33.0,0.0,3405.0,93.0,6.0,0.0,138.0,1.0
10317.000035481,1848.0,21.0,5775.0,113.0,1429.0,2.0,62.0,32.0
10317.000053402,242.0,7.0,5062.0,49.0,1057.0,0.0,399.0,90.0
10317.000036921,2914.0,1.0,2865.0,3590.0,16142.0,1.0,6.0,118.0
10317.000062071,4.0,0.0,2908.0,0.0,306.0,0.0,55.0,3.0
10317.000046361,159.0,9.0,6711.0,236.0,883.0,0.0,26.0,30.0
10317.000029251,39.0,3.0,3611.0,302.0,1728.0,74.0,3.0,18.0
10317.000047394,95.0,5.0,2755.0,107.0,2021.0,34.0,645.0,28.0
10317.000038217,97.0,5.0,4155.0,15.0,136.0,0.0,0.0,15.0
10317.000042899,62.0,0.0,1916.0,800.0,4705.0,2.0,936.0,1050.0
10317.000028267,37.0,0.0,7260.0,80.0,985.0,2.0,8.0,15.0
10317.000053412,2736.0,4.0,11989.0,19.0,2985.0,0.0,41.0,22.0
10317.000048310,0.0,0.0,2967.0,12.0,402.0,0.0,2118.0,6.0
10317.000026554,791.0,6.0,1922.0,76.0,406.0,0.0,331.0,10.0
10317.000050340,4.0,0.0,516.0,1.0,80.0,0.0,5788.0,17.0
10317.000050246,3.0,2.0,4721.0,2.0,1651.0,0.0,13.0,58.0
10317.000016482,47.0,0.0,1837.0,128.0,814.0,0.0,43.0,9.0
10317.000048279,159.0,12.0,10787.0,1177.0,589.0,7.0,13586.0,11.0
10317.000033436,94.0,0.0,1647.0,7.0,951.0,1.0,11.0,62.0
10317.000030556,716.0,7.0,4327.0,61.0,1894.0,0.0,671.0,98.0
10317.000046187,32.0,1.0,747.0,0.0,1801.0,0.0,1660.0,34.0
10317.000050010,77.0,0.0,12069.0,687.0,1470.0,0.0,102.0,137.0
10317.000033508,4.0,0.0,4537.0,2.0,936.0,0.0,96.0,82.0
10317.000048267,594.0,3.0,3658.0,15.0,295.0,11.0,2022.0,16.0
10317.000054002,1048.0,2.0,5714.0,0.0,955.0,0.0,1708.0,211.0
10317.000047188,717.0,0.0,623.0,392.0,659.0,2.0,377.0,116.0
10317.000033330,0.0,0.0,599.0,12.0,4087.0,0.0,11.0,448.0
10317.000038112,981.0,0.0,321.0,65.0,1061.0,0.0,408.0,34.0
10317.000023419,353.0,0.0,4855.0,49.0,1372.0,119.0,345.0,29.0
10317.000054095,0.0,0.0,78.0,4.0,2007.0,13.0,3.0,232.0
10317.000050165,184.0,35.0,10804.0,23.0,485.0,0.0,86.0,68.0
10317.000042699,1004.0,1.0,5153.0,44.0,684.0,0.0,347.0,25.0
10317.000030153,430.0,0.0,693.0,129.0,258.0,0.0,51.0,13.0
10317.000038269,1349.0,0.0,2174.0,4.0,131.0,6.0,2527.0,24.0
10317.000046367,206.0,3.0,5050.0,11.0,1704.0,0.0,63.0,35.0
10317.000053332,15.0,1.0,82.0,51.0,386.0,16.0,8079.0,74.0
10317.000050024,2.0,14.0,371.0,2.0,821.0,0.0,11159.0,55.0
10317.000049920,8.0,35.0,9563.0,51.0,8230.0,21.0,274.0,269.0
10317.000016483,14.0,0.0,4110.0,35.0,871.0,0.0,33.0,13.0
10317.000036936,251.0,3.0,3805.0,0.0,1416.0,1.0,8.0,75.0
10317.000023534,1876.0,0.0,827.0,0.0,1067.0,15.0,160.0,188.0
10317.000036944,3.0,0.0,3896.0,2445.0,18614.0,2.0,12.0,800.0
10317.000033461,76.0,0.0,2433.0,13.0,580.0,0.0,3495.0,133.0
10317.000038084,0.0,0.0,2997.0,0.0,1834.0,0.0,5755.0,211.0
10317.000053312,459.0,0.0,9748.0,93.0,727.0,4.0,9.0,267.0
10317.000033110,46.0,1.0,5763.0,96.0,814.0,0.0,2.0,30.0
10317.000032666,99.0,0.0,476.0,181.0,614.0,1.0,7626.0,19.0
10317.000049974,550.0,0.0,3167.0,1.0,870.0,0.0,3.0,133.0
10317.000048280,2.0,2.0,2830.0,56.0,1061.0,0.0,52.0,29.0
10317.000058621,331.0,0.0,587.0,1.0,819.0,1.0,15218.0,285.0
10317.000050342,15.0,0.0,292.0,4.0,100.0,0.0,181.0,30.0
10317.000032743,18.0,1.0,2849.0,466.0,5612.0,7.0,191.0,112.0
10317.000050266,238.0,0.0,1597.0,19.0,1287.0,0.0,11.0,66.0
10317.000050243,74.0,0.0,1929.0,0.0,231.0,0.0,0.0,3.0
10317.000027669,2.0,1.0,1519.0,0.0,2092.0,8.0,3734.0,31.0
10317.000036079,39.0,9.0,6960.0,97.0,666.0,1.0,22.0,70.0
10317.000035767,0.0,0.0,168.0,0.0,171.0,6.0,190.0,27.0
10317.000046304,0.0,1.0,6101.0,37.0,2047.0,0.0,1460.0,20.0
10317.000041689,638.0,0.0,8374.0,2.0,428.0,0.0,2098.0,148.0
10317.000047643,11.0,0.0,298.0,39.0,754.0,0.0,9931.0,35.0
10317.000051090,4.0,0.0,772.0,14.0,1142.0,1.0,10575.0,63.0
10317.000049951,91.0,0.0,4484.0,59.0,705.0,1.0,5.0,54.0
10317.000039932,7.0,2.0,522.0,11.0,1157.0,0.0,4.0,116.0
10317.000053492,75.0,0.0,3349.0,1.0,1625.0,0.0,1723.0,19.0
10317.000030510,4.0,0.0,8141.0,1355.0,1255.0,0.0,23.0,232.0
10317.000048250,1489.0,1.0,14125.0,57.0,2920.0,2.0,43.0,131.0
10317.000050259,1.0,0.0,20.0,28.0,106.0,10.0,17.0,6.0
10317.000042645,64.0,2.0,8768.0,3.0,8664.0,4.0,20.0,2016.0
10317.000059162,10.0,0.0,325.0,0.0,26.0,0.0,34.0,2.0
10317.000047172,0.0,0.0,2723.0,1619.0,741.0,3.0,2.0,61.0
10317.000035232,0.0,0.0,14.0,1.0,64.0,1.0,31.0,4.0
10317.000053374,3.0,0.0,219.0,33.0,31.0,0.0,136.0,1.0
10317.000036922,28.0,0.0,25.0,182.0,6670.0,1.0,7.0,101.0
10317.000047456,166.0,0.0,15271.0,468.0,5073.0,1.0,115.0,181.0
10317.000046325,0.0,4.0,7532.0,10.0,146.0,0.0,9.0,9.0
10317.000051240,22.0,0.0,2972.0,18.0,174.0,4.0,7.0,77.0
10317.000031436,5318.0,1.0,5047.0,0.0,1396.0,0.0,101.0,7.0
10317.000027916,6249.0,75.0,11145.0,482.0,705.0,51.0,106.0,9.0
10317.000053309,0.0,0.0,170.0,4.0,268.0,0.0,124.0,3.0
10317.000038270,90.0,0.0,1840.0,29.0,1549.0,3.0,1953.0,643.0
10317.000047642,10.0,15.0,2098.0,28.0,1011.0,8.0,5212.0,150.0
10317.000053407,24.0,2.0,201.0,3105.0,223.0,0.0,25.0,43.0
10317.000046329,85.0,0.0,9449.0,1023.0,833.0,129.0,1.0,17.0
10317.000046376,1.0,1.0,1484.0,4.0,305.0,0.0,140.0,4.0
10317.000053421,81.0,0.0,613.0,1.0,147.0,0.0,14.0,4.0
10317.000037570,69.0,0.0,2191.0,23.0,3608.0,9.0,4.0,94.0
10317.000031492,230.0,0.0,5385.0,276.0,1170.0,41.0,16.0,201.0
10317.000053300,60.0,37.0,2926.0,338.0,4242.0,0.0,1049.0,177.0
10317.000029186,1.0,1.0,7189.0,70.0,1214.0,0.0,810.0,516.0
10317.000048349,51.0,3.0,777.0,35.0,309.0,5.0,304.0,16.0
10317.000036073,120.0,25.0,11188.0,1958.0,9687.0,4.0,19792.0,276.0
10317.000046199,2.0,0.0,506.0,59.0,79.0,0.0,1.0,0.0
10317.000042614,5.0,7.0,1699.0,29.0,1114.0,1.0,11.0,213.0
10317.000049952,0.0,0.0,443.0,93.0,1360.0,1.0,13095.0,271.0
10317.000041530,1859.0,21.0,12068.0,47.0,822.0,14.0,179.0,233.0
10317.000053474,250.0,1.0,3473.0,3.0,109.0,0.0,94.0,9.0
10317.000048291,0.0,0.0,2893.0,5.0,573.0,0.0,0.0,3.0
10317.000036095,6.0,0.0,76.0,227.0,5310.0,0.0,1.0,132.0
10317.000047150,1.0,0.0,2020.0,734.0,1011.0,15.0,9187.0,15.0
10317.000053315,0.0,1.0,495.0,22.0,40.0,0.0,6.0,4.0
10317.000047640,4.0,0.0,75.0,99.0,625.0,0.0,6860.0,0.0
10317.000049843,57.0,1.0,6648.0,0.0,228.0,2.0,9.0,6.0
10317.000032630,2.0,0.0,134.0,0.0,78.0,0.0,2884.0,12.0
10317.000042897,3.0,1.0,2481.0,108.0,471.0,0.0,24.0,13.0
10317.000041942,0.0,0.0,524.0,170.0,4630.0,2.0,24.0,26.0
10317.000059151,30.0,3.0,2891.0,19.0,3342.0,4.0,389.0,216.0
10317.000038204,3.0,34.0,2516.0,67.0,488.0,1.0,3.0,11.0
10317.000047189,2.0,0.0,272.0,1.0,92.0,0.0,234.0,8.0
10317.000053307,104.0,0.0,4219.0,32.0,364.0,0.0,5.0,249.0
10317.000049918,248.0,0.0,2374.0,4.0,86.0,0.0,1.0,48.0
10317.000042732,3.0,0.0,589.0,292.0,1066.0,3.0,60.0,12.0
